title,contentType,rating,votes,cluster
Cherry 2000,movie,5.5,10102.0,2
Magic Magic,movie,5.0,10102.0,5
Tarantula,movie,6.4,10100.0,5
Nekromantik,movie,4.9,10099.0,5
"Happy, Texas",movie,6.3,10098.0,4
Miami Bici,movie,6.1,10098.0,4
The Balkan Line,movie,6.6,10094.0,4
A Cop,movie,7.0,10094.0,5
Annaatthe,movie,4.0,10091.0,4
White Dog,movie,7.0,10089.0,5
We Are the Nobles,movie,7.3,10086.0,4
Dasavatharam,movie,7.2,10086.0,2
Why We Fight,movie,8.0,10085.0,1
My Bodyguard,movie,7.1,10080.0,4
The Thinning,movie,5.4,10080.0,5
Ladybugs,movie,5.4,10080.0,4
Killers Anonymous,movie,4.1,10079.0,5
Toast,movie,6.6,10078.0,4
This Island Earth,movie,5.9,10078.0,5
Better Luck Tomorrow,movie,7.0,10078.0,4
Wendell & Wild,movie,6.4,10071.0,2
Employee of the Month,movie,6.1,10071.0,4
Young and Innocent,movie,6.8,10069.0,5
Rangeela,movie,7.4,10067.0,0
Fisherman's Friends,movie,7.0,10065.0,4
Blankman,movie,5.0,10062.0,4
Kokowääh,movie,6.3,10062.0,4
Zero Days,movie,7.7,10061.0,3
Dual,movie,5.8,10060.0,4
Left Behind: The Movie,movie,4.3,10059.0,4
The Samaritan,movie,5.6,10059.0,4
D-Day,movie,7.2,10057.0,5
September,movie,6.5,10052.0,4
Stitches,movie,5.7,10051.0,5
The Taste of Others,movie,7.2,10049.0,4
We're No Angels,movie,7.4,10047.0,4
The Disappearance of Eleanor Rigby: Him,movie,6.8,10047.0,4
Superfast!,movie,4.1,10044.0,4
Fantastic Fungi,movie,7.4,10043.0,3
Then She Found Me,movie,5.9,10041.0,4
Woyzeck,movie,7.0,10039.0,4
Ragtime,movie,7.3,10037.0,4
Kranti,movie,6.5,10037.0,4
Broker,movie,7.2,10035.0,4
The Ballad of Cable Hogue,movie,7.2,10034.0,4
Wilderness,movie,6.1,10034.0,5
Blackthorn,movie,6.5,10033.0,2
SubUrbia,movie,6.7,10032.0,4
The Beast of Yucca Flats,movie,1.9,10031.0,5
Housefull 3,movie,4.9,10030.0,4
Talk to Me,movie,7.3,10027.0,1
Song One,movie,5.8,10027.0,4
Phantasm III: Lord of the Dead,movie,6.0,10025.0,5
Until Death,movie,5.7,10025.0,4
Slim Susie,movie,6.9,10024.0,5
Survival Island,movie,4.9,10021.0,5
My Favorite Year,movie,7.3,10018.0,4
An Awkward Sexual Adventure,movie,6.1,10012.0,4
"Oh, God!",movie,6.6,10010.0,4
It's Pat: The Movie,movie,2.7,10006.0,4
Heropanti,movie,5.2,10006.0,4
Nocturne,movie,5.7,10002.0,5
High Spirits,movie,5.7,10002.0,4
Happy Accidents,movie,7.2,10002.0,4
The Admiral,movie,7.0,9999.0,4
Stuck,movie,6.5,9993.0,4
Good Morning,movie,7.8,9993.0,4
The Hero,movie,6.5,9992.0,4
The Hairdresser's Husband,movie,7.2,9992.0,4
The Bridge at Remagen,movie,6.7,9990.0,4
Hemingway & Gellhorn,movie,6.3,9989.0,4
The Dirty Picture,movie,6.6,9987.0,4
When You're Strange,movie,7.6,9986.0,3
Apollo 10½: A Space Age Childhood,movie,7.2,9985.0,2
Cold Souls,movie,6.4,9985.0,4
Asterix Versus Caesar,movie,6.8,9983.0,2
Yennai Arindhaal,movie,7.3,9982.0,4
Son of Sardaar,movie,4.1,9981.0,4
Permanent Vacation,movie,6.2,9980.0,4
Age of Heroes,movie,5.5,9977.0,2
Aniara,movie,6.3,9975.0,4
The Boston Strangler,movie,7.1,9974.0,5
CB4,movie,6.2,9970.0,4
Bed & Board,movie,7.4,9970.0,4
The Sun of Gnosis,movie,7.9,9970.0,4
Rock-A-Doodle,movie,6.0,9969.0,2
The Inglorious Bastards,movie,6.5,9967.0,2
Southside with You,movie,6.3,9964.0,1
Boxcar Bertha,movie,6.0,9963.0,4
The Stunt Man,movie,7.0,9963.0,4
Selfiee,movie,6.0,9962.0,4
Mind Game,movie,7.7,9959.0,2
Shuddh Desi Romance,movie,5.8,9958.0,4
Man of the House,movie,5.2,9957.0,4
Shanghai,movie,6.4,9954.0,5
Irreplaceable You,movie,6.4,9954.0,4
Why Did I Get Married Too?,movie,4.7,9954.0,4
The Pawnbroker,movie,7.7,9953.0,4
Switch,movie,5.8,9952.0,4
An American Carol,movie,4.0,9952.0,4
RocketMan,movie,5.8,9951.0,4
The Passion of Anna,movie,7.6,9950.0,4
Shubh Mangal Zyada Saavdhan,movie,5.8,9949.0,4
Volunteers,movie,5.5,9942.0,2
The Unknown Girl,movie,6.5,9942.0,5
The Resistance Banker,movie,6.9,9941.0,4
Love Aaj Kal,movie,4.6,9941.0,4
The Houses October Built,movie,5.1,9940.0,5
Minding the Gap,movie,8.0,9939.0,3
Karakomik Filmler: Kaçamak,movie,5.5,9936.0,2
Cumali Ceber 2,movie,1.3,9935.0,4
Young Ones,movie,5.8,9934.0,4
Taxi 5,movie,4.7,9929.0,4
Survive Style 5+,movie,7.5,9926.0,5
Abandon,movie,4.8,9923.0,5
Peppermint Candy,movie,7.6,9923.0,4
Underdogs,movie,6.4,9920.0,2
Harper,movie,6.8,9919.0,5
Heist School,movie,6.5,9918.0,4
Wolves,movie,5.3,9913.0,5
Mili,movie,6.8,9910.0,5
Soy Cuba,movie,8.2,9909.0,4
The Haunting of Molly Hartley,movie,3.9,9907.0,5
Don't Torture a Duckling,movie,7.0,9906.0,5
Lovely Molly,movie,5.3,9906.0,5
3 Godfathers,movie,7.1,9905.0,4
Waqt: The Race Against Time,movie,6.7,9904.0,4
Last Night,movie,7.1,9903.0,4
Monster a Go-Go,movie,1.8,9902.0,5
Rapid Fire,movie,6.2,9901.0,4
New Kids Nitro,movie,5.9,9899.0,4
This Christmas,movie,6.3,9896.0,4
This Gun for Hire,movie,7.4,9896.0,4
Golmaal Again,movie,4.9,9896.0,4
Cool as Ice,movie,2.9,9892.0,4
The Pretty One,movie,6.3,9891.0,4
The Hunter's Prayer,movie,5.5,9890.0,5
Satan's Slaves,movie,6.5,9890.0,5
Something Wicked This Way Comes,movie,6.7,9883.0,5
Saturn 3,movie,5.1,9878.0,5
Jiang hu er nü,movie,7.0,9876.0,4
Chill Factor,movie,5.2,9872.0,2
Curve,movie,5.4,9869.0,5
Pauline at the Beach,movie,7.3,9869.0,4
Winnie the Pooh: Blood and Honey,movie,3.9,9865.0,5
The Comeback Trail,movie,5.7,9861.0,4
Red Sun,movie,6.8,9856.0,4
Othello,movie,6.9,9854.0,4
Hatchet III,movie,5.6,9854.0,5
Oceans,movie,7.7,9853.0,3
Pamela: A Love Story,movie,7.2,9851.0,3
Ask the Dust,movie,5.7,9849.0,4
Escape from Tomorrow,movie,5.1,9849.0,5
Love Letter,movie,7.9,9846.0,4
The Specials,movie,7.4,9846.0,4
Mamma Roma,movie,7.8,9845.0,4
One Wild Moment,movie,6.2,9844.0,4
Steamboat Willie,movie,7.5,9843.0,6
Pyewacket,movie,5.8,9842.0,5
The Fire Within,movie,7.9,9841.0,4
Puli,movie,4.3,9835.0,2
Okkadu,movie,8.1,9834.0,4
Best Man Down,movie,6.4,9833.0,4
Fear City: A Family-Style Comedy,movie,7.5,9832.0,5
World of Tomorrow,movie,8.1,9831.0,6
The Trap,movie,7.8,9827.0,5
Awoken,movie,5.1,9821.0,5
Before I Disappear,movie,7.2,9819.0,2
Atlantics,movie,6.7,9818.0,4
Manic,movie,7.2,9817.0,4
1776,movie,7.6,9815.0,1
Allan Quatermain and the Lost City of Gold,movie,4.5,9812.0,2
Female Trouble,movie,7.1,9812.0,4
In Fear,movie,5.4,9812.0,5
The Dentist,movie,5.3,9811.0,5
The Gravedancers,movie,5.4,9811.0,5
Who Killed Captain Alex?,movie,7.9,9808.0,5
Bread and Tulips,movie,7.3,9807.0,4
Brown Sugar,movie,6.4,9804.0,4
Ring of the Nibelungs,movie,6.6,9804.0,2
The Legend of Maula Jatt,movie,8.8,9802.0,4
Dil Hi Toh Hai,tvSeries,7.6,785.0,4
The Adventures of Lano & Woodley,tvSeries,8.7,785.0,4
The Hollowmen,tvSeries,8.4,785.0,4
A History of Horror with Mark Gatiss,tvSeries,8.1,785.0,3
Gato Fedorento: Série Lopes da Silva,tvSeries,8.5,785.0,4
Everyone Else Burns,tvSeries,6.6,784.0,4
Richard Osman's House of Games,tvSeries,7.8,784.0,3
The Hilarious House of Frightenstein,tvSeries,8.2,784.0,2
A Couple of Cuckoos,tvSeries,6.7,784.0,2
Captive,tvSeries,6.8,784.0,3
I Love the '80s Strikes Back,tvSeries,8.4,784.0,3
The Countryside,tvSeries,7.3,783.0,4
The Greatest Event in Television History,tvSeries,7.8,783.0,4
Kidnap and Ransom,tvSeries,7.1,783.0,5
Nura: Rise of the Yokai Clan,tvSeries,7.4,783.0,2
My Roommate Is a Cat,tvSeries,7.7,783.0,2
Monstervision,tvSeries,9.3,783.0,2
Ladies & Gentlemen,tvSeries,6.7,783.0,4
The Familiar of Zero: Rondo of Princesses,tvSeries,7.1,783.0,2
The Doris Day Show,tvSeries,7.2,782.0,4
The software devLOVEper,tvSeries,7.2,782.0,4
Sarah and Duck,tvSeries,8.3,782.0,6
FLCL Progressive,tvSeries,5.7,782.0,2
Inside the American Mob,tvSeries,8.1,782.0,3
Graven,tvSeries,7.4,782.0,5
Nytt på nytt,tvSeries,7.7,782.0,3
Unprisoned,tvSeries,7.0,781.0,4
G.B.H.,tvSeries,8.6,781.0,4
Mistral's Daughter,tvSeries,6.7,781.0,4
Catch and Kill: The Podcast Tapes,tvSeries,7.2,781.0,3
The Deep End,tvSeries,6.9,781.0,4
Hotel Transylvania: The Series,tvSeries,5.5,780.0,2
Deg,tvSeries,6.8,780.0,5
Falcón,tvSeries,6.5,780.0,4
Chandragupta Maurya,tvSeries,9.2,780.0,1
The Last Bus,tvSeries,5.2,779.0,2
Byeonhyeokui Sarang,tvSeries,6.9,779.0,4
Police University,tvSeries,7.3,779.0,4
Extreme Weight Loss,tvSeries,6.3,779.0,3
Powder,tvSeries,8.6,779.0,5
September Mornings,tvSeries,7.4,779.0,4
Under Suspicion: Uncovering the Wesphael Case,tvSeries,6.3,779.0,3
Rove Live,tvSeries,6.4,779.0,3
Blue Whale,tvSeries,6.2,779.0,5
Safety First,tvSeries,7.0,779.0,4
Kerchi: Dakarguli Gmirebi,tvSeries,9.1,779.0,4
Brandvägg,tvSeries,6.5,779.0,5
Asleep and Awake,tvSeries,6.5,779.0,4
Ten Little Roosters,tvSeries,8.1,779.0,5
Aftertaste,tvSeries,6.6,778.0,4
Evermoor,tvSeries,6.3,778.0,2
Coming Home,tvSeries,6.8,778.0,4
Mrs Biggs,tvSeries,7.6,778.0,1
Out There,tvSeries,6.6,778.0,2
Dynomutt Dog Wonder,tvSeries,6.6,778.0,2
Messiah: The Promise,tvSeries,7.4,778.0,5
Amy Schumer Learns to Cook,tvSeries,5.3,778.0,3
The Chris Rock Show,tvSeries,6.9,777.0,3
Tatli Küçük Yalancilar,tvSeries,6.0,777.0,5
Parlement,tvSeries,7.6,777.0,4
Peter the Great,tvSeries,7.8,777.0,1
Iria: Zeiram the Bounty Hunter,tvSeries,7.1,777.0,2
Decoded,tvSeries,6.2,777.0,1
Made in Mexico,tvSeries,3.9,777.0,3
3x3 Eyes,tvSeries,7.3,777.0,2
Speer und er,tvSeries,7.5,777.0,4
Family Matter,tvSeries,8.0,776.0,4
The Amos 'n Andy Show,tvSeries,8.6,776.0,4
East of Eden,tvSeries,7.4,776.0,4
Gatchaman,tvSeries,7.8,776.0,2
Les beaux malaises,tvSeries,8.2,776.0,4
Cyanide and Happiness Shorts,tvSeries,8.0,776.0,6
Relic,tvSeries,6.5,776.0,2
Jul i Skomakergata,tvSeries,7.6,776.0,4
Tenko,tvSeries,8.5,775.0,4
Stark Raving Mad,tvSeries,8.1,775.0,4
Pitta Kathalu,tvSeries,5.1,775.0,4
Loveless,tvSeries,6.8,775.0,4
Ao-chan Can't Study,tvSeries,6.4,774.0,6
"Dr. Psycho - Die Bösen, die Bullen, meine Frau und ich",tvSeries,8.0,774.0,4
Chris Stuckmann Hilariocity Reviews,tvSeries,8.6,774.0,4
Bang Bang Baby,tvSeries,6.7,773.0,2
Victor & Valentino,tvSeries,6.2,773.0,6
The Sonny and Cher Comedy Hour,tvSeries,7.1,773.0,4
Love and Hip Hop: New York,tvSeries,4.9,773.0,3
Just Jordan,tvSeries,6.0,773.0,4
Les hommes de l'ombre,tvSeries,7.5,773.0,4
Stizu dolari,tvSeries,5.2,773.0,4
When NEET aspirant met an IIT aspirant,tvSeries,9.1,773.0,4
Flinch,tvSeries,4.3,772.0,3
Moment of Truth,tvSeries,7.1,772.0,3
Jiskefet,tvSeries,8.6,772.0,4
Adventures in Wonderland,tvSeries,7.9,771.0,2
Black Summoner,tvSeries,7.2,771.0,2
Robin's Nest,tvSeries,6.4,771.0,4
DC Super Hero Girls,tvSeries,6.1,771.0,6
Blueming,tvSeries,8.0,771.0,6
Can You Hear Me,tvSeries,7.8,771.0,4
Amrutham,tvSeries,9.6,771.0,4
Lights Out with David Spade,tvSeries,8.1,771.0,3
Alacakaranlik,tvSeries,7.6,771.0,2
Choque de Cultura,tvSeries,9.5,771.0,4
Forbidden Fruit,tvSeries,6.1,771.0,4
Dawn of the Croods,tvSeries,5.8,770.0,6
Aber Bergen,tvSeries,7.3,770.0,4
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,tvSeries,6.9,770.0,2
Parkinson,tvSeries,7.3,770.0,3
Huan zhu ge ge 2,tvSeries,7.3,770.0,4
Girlfriend Chor,tvSeries,8.2,770.0,4
86 & Lex,tvSeries,7.9,770.0,4
Oreshura,tvSeries,6.4,769.0,2
Inside the Real Narcos,tvSeries,7.5,769.0,3
Terrorism Close Calls,tvSeries,5.3,769.0,3
2 Weeks,tvSeries,7.9,769.0,4
Amnesia,tvSeries,5.8,769.0,2
Great Barrier Reef,tvSeries,8.3,769.0,3
García!,tvSeries,5.9,768.0,2
Ambitions,tvSeries,5.6,768.0,4
Ssshhhh... Koi Hai,tvSeries,7.5,768.0,2
Sara,tvSeries,8.5,768.0,4
Casi ángeles,tvSeries,6.6,767.0,2
The Borrowers,tvSeries,7.0,767.0,2
A Case for Two,tvSeries,6.4,767.0,5
Terrahawks,tvSeries,7.1,767.0,2
F/X: The Series,tvSeries,6.6,767.0,4
"Tomorrow, When the War Began",tvSeries,6.0,767.0,2
Just Because!,tvSeries,6.9,767.0,4
Kevin Hill,tvSeries,6.6,767.0,4
Grimoire of Zero,tvSeries,6.9,767.0,2
G-Force: Guardians of Space,tvSeries,7.4,767.0,2
Shadow Raiders,tvSeries,8.1,767.0,2
Bez Bebek,tvSeries,2.6,767.0,4
Price iz radionice,tvSeries,8.8,767.0,4
Pqueen,tvSeries,8.9,767.0,3
Superheroes: A Never-Ending Battle,tvSeries,8.1,767.0,1
Brooke Knows Best,tvSeries,2.7,767.0,3
Grosse Pointe,tvSeries,7.9,766.0,4
The Circle: France,tvSeries,7.4,766.0,3
Scoundrels,tvSeries,6.4,766.0,4
Neighbors from Hell,tvSeries,5.9,766.0,2
Captain Flamingo,tvSeries,4.4,766.0,2
Age of the Living Dead,tvSeries,4.5,765.0,5
29,tvSeries,8.3,765.0,4
Lale Devri,tvSeries,3.2,765.0,4
The Wrong Girl,tvSeries,7.0,765.0,4
World of Winx,tvSeries,6.7,765.0,2
The Super Powers Team: Galactic Guardians,tvSeries,7.5,765.0,2
Yankee,tvSeries,5.9,764.0,4
Secret Bridesmaids' Business,tvSeries,6.9,764.0,4
Warren,tvSeries,6.4,764.0,4
The Murder of Mary Phagan,tvSeries,7.4,764.0,1
Fall River,tvSeries,6.4,764.0,1
Den fjärde mannen,tvSeries,6.7,764.0,4
Auction Kings,tvSeries,5.9,764.0,3
Pelle Svanslös,tvSeries,6.8,764.0,4
The Legend,tvSeries,6.0,764.0,4
In Love All Over Again,tvSeries,6.3,763.0,4
Crikey! It's the Irwins,tvSeries,8.4,763.0,3
Initial D: Fifth Stage,tvSeries,8.0,763.0,2
Transformers: The Headmasters,tvSeries,6.9,763.0,2
Baal Veer,tvSeries,2.3,763.0,2
It Started with a Kiss: They Kiss Again,tvSeries,7.0,763.0,4
Karagül,tvSeries,5.1,762.0,4
M.A.N.T.I.S.,tvSeries,6.1,762.0,2
Random Acts of Flyness,tvSeries,6.8,762.0,4
Naamkarann,tvSeries,6.7,762.0,4
Mighty Thor,tvSeries,6.5,762.0,2
Scrapped Princess,tvSeries,7.4,762.0,2
Britney & Kevin: Chaotic,tvSeries,2.5,762.0,3
Totems,tvSeries,7.2,761.0,5
High on the Hog: How African American Cuisine Transformed America,tvSeries,7.7,761.0,1
StarTalk,tvSeries,7.8,761.0,3
Eve of Destruction,tvSeries,4.4,761.0,4
Jim Gaffigan: The Pale Tourist,tvSeries,6.8,761.0,4
Brødrene Dal og mysteriet med Karl XIIs gamasjer,tvSeries,6.2,761.0,4
Villospår,tvSeries,6.2,761.0,5
XXX: Uncensored,tvSeries,4.7,760.0,4
Trixie Motel,tvSeries,7.7,760.0,3
Hoarding: Buried Alive,tvSeries,6.5,760.0,3
Hanasaku iroha,tvSeries,7.7,760.0,2
Ishq Express,tvSeries,7.9,760.0,4
Spartakus and the Sun Beneath the Sea,tvSeries,8.0,760.0,2
Welcome to the Ballroom,tvSeries,7.8,760.0,2
I Love the '70s,tvSeries,7.8,760.0,1
Your Worst Nightmare,tvSeries,7.1,759.0,3
Mapp & Lucia,tvSeries,7.4,759.0,4
The Journalist,tvSeries,7.1,759.0,5
Joseph from Egypt,tvSeries,5.7,759.0,1
Gülbeyaz,tvSeries,7.6,759.0,4
Sacred Lies,tvSeries,7.4,758.0,5
The Golden Spoon,tvSeries,7.6,758.0,5
The Wuzzles,tvSeries,7.0,758.0,2
Jerseylicious,tvSeries,4.2,758.0,3
The Legend of Prince Valiant,tvSeries,7.4,758.0,2
How the Earth Was Made,tvSeries,8.0,758.0,1
Suryaputra Karn,tvSeries,7.9,758.0,4
Incredible Crew,tvSeries,3.9,758.0,4
Scam City,tvSeries,7.9,758.0,3
Upp till kamp,tvSeries,8.1,758.0,4
Time of Honor,tvSeries,8.0,758.0,4
The David Letterman Show,tvSeries,7.0,758.0,3
Acayip Hikayeler,tvSeries,7.5,823.0,2
Saheb El Saada,tvSeries,6.4,823.0,4
90 Day Fiancé: The Other Way,tvSeries,6.6,822.0,3
Universe,tvSeries,8.3,822.0,3
The Sandbaggers,tvSeries,8.8,822.0,5
Fena: Pirate Princess,tvSeries,7.1,822.0,2
Ex-Arm,tvSeries,1.8,822.0,2
Have You Been Paying Attention?,tvSeries,8.3,822.0,3
Siya Ke Ram,tvSeries,7.9,822.0,1
Munkaügyek,tvSeries,8.2,822.0,4
Joko gegen Klaas - Das Duell um die Welt,tvSeries,6.8,822.0,3
Troll Hunters,tvSeries,8.5,822.0,4
Bibleman,tvSeries,2.7,821.0,4
Teen Angel,tvSeries,7.2,821.0,4
The Devil You Know,tvSeries,7.0,821.0,3
Shuffle!,tvSeries,6.8,821.0,2
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,tvSeries,7.0,821.0,2
Tokyo Love Story,tvSeries,8.6,821.0,4
Les invincibles,tvSeries,8.5,820.0,4
Orange Days,tvSeries,7.9,820.0,4
Fortunes of War,tvSeries,7.8,819.0,4
The Mickey Mouse Club,tvSeries,7.6,819.0,4
The Pinkertons,tvSeries,6.7,819.0,1
Come Outside,tvSeries,8.0,819.0,2
Howard Stern on Demand,tvSeries,7.3,819.0,3
Parental Control,tvSeries,3.3,819.0,3
Koikimo,tvSeries,7.1,819.0,2
Harry O,tvSeries,7.6,818.0,4
The Adventures of Robin Hood,tvSeries,7.6,818.0,2
The Far Pavilions,tvSeries,7.0,818.0,1
The Pyramid Code,tvSeries,6.8,818.0,3
Blackstar,tvSeries,6.7,818.0,2
This Giant Beast That is the Global Economy,tvSeries,7.7,818.0,3
Watch What Happens Live with Andy Cohen,tvSeries,5.6,817.0,3
Sandwiched Forever,tvSeries,8.5,817.0,4
The Addiction,movie,6.4,10634.0,5
CBGB,movie,6.6,10633.0,4
Tere Bin Laden,movie,7.2,10633.0,4
Mad God,movie,6.8,10632.0,2
Hogfather,movie,7.4,10630.0,4
King Kong vs. Godzilla,movie,5.7,10625.0,2
The War Zone,movie,7.3,10624.0,5
West of Memphis,movie,7.9,10621.0,3
I Still See You,movie,5.8,10620.0,5
Help,movie,7.6,10617.0,4
To Father with Love,movie,7.5,10614.0,5
Shattered,movie,6.5,10613.0,5
Ex Drummer,movie,6.9,10607.0,4
Dark Was the Night,movie,5.6,10605.0,5
Wonderstruck,movie,6.2,10603.0,5
The Blue Umbrella,movie,7.5,10600.0,6
Who's That Girl,movie,4.8,10599.0,4
Catch a Fire,movie,6.7,10597.0,1
Loving Adults,movie,6.5,10595.0,5
Mother of Tears,movie,5.0,10592.0,5
Altered,movie,5.6,10591.0,5
The Ron Clark Story,movie,7.5,10589.0,4
Sanak,movie,6.7,10587.0,5
Shubh Mangal Savdhan,movie,6.9,10587.0,4
Cría Cuervos,movie,7.9,10586.0,4
D.O.A.,movie,6.1,10584.0,5
The Seasoning House,movie,6.1,10581.0,5
Suburban Commando,movie,4.5,10579.0,4
A Royal Night Out,movie,6.5,10577.0,4
Harriet the Spy,movie,5.9,10576.0,4
Day of Wrath,movie,8.1,10572.0,1
What's New Pussycat,movie,6.1,10568.0,4
Pretty Persuasion,movie,6.5,10566.0,4
Teen Wolf: The Movie,movie,5.6,10562.0,4
The Duke,movie,6.9,10559.0,4
Three Wishes for Cinderella,movie,7.7,10557.0,4
Reeker,movie,5.1,10554.0,5
Rock 'n' Roll High School,movie,6.6,10549.0,4
Open Hearts,movie,7.5,10547.0,4
Vera Cruz,movie,7.0,10542.0,2
Wiener-Dog,movie,5.9,10540.0,4
Aitraaz,movie,6.6,10540.0,5
What Have I Done to Deserve This?,movie,7.1,10538.0,4
The Spiral Staircase,movie,7.3,10534.0,5
Kona fer í stríð,movie,7.4,10533.0,2
The Ramen Girl,movie,6.3,10533.0,4
Good Kids,movie,6.1,10531.0,4
Studio 666,movie,5.7,10529.0,5
Tamara,movie,5.0,10528.0,5
Fourth Man Out,movie,6.7,10526.0,4
"The Boy, the Mole, the Fox and the Horse",movie,7.8,10524.0,6
Journey's End,movie,6.7,10519.0,4
Luck by Chance,movie,7.1,10519.0,4
And the Band Played On,movie,7.8,10518.0,1
Stage Beauty,movie,7.1,10516.0,4
Josh,movie,6.1,10514.0,0
Jamaica Inn,movie,6.3,10512.0,2
Emmanuelle,movie,5.2,10507.0,4
Woman of the Year,movie,7.1,10505.0,4
Innocent Blood,movie,6.2,10505.0,4
84 Charing Cross Road,movie,7.4,10502.0,4
Gloria,movie,7.1,10497.0,5
The Element of Crime,movie,6.7,10495.0,5
Shootout at Lokhandwala,movie,7.1,10486.0,1
The Big Green,movie,5.5,10485.0,4
The Emerald Forest,movie,6.9,10483.0,2
The Alpinist,movie,7.9,10481.0,3
The Pirates of Somalia,movie,6.7,10481.0,4
The Secret of Moonacre,movie,6.0,10480.0,2
The Package,movie,6.4,10479.0,4
Drug War,movie,7.0,10478.0,4
The Fountainhead,movie,7.0,10474.0,4
A Small September Affair,movie,7.1,10474.0,4
Roohi,movie,4.3,10472.0,5
Morvern Callar,movie,6.7,10469.0,4
I Can Do Bad All by Myself,movie,4.6,10465.0,4
Vamps,movie,5.2,10460.0,5
Hilary and Jackie,movie,7.3,10460.0,4
The Hills Run Red,movie,5.4,10459.0,5
Bleeding Steel,movie,5.1,10458.0,5
The Mark of Zorro,movie,7.5,10457.0,2
That Sugar Film,movie,7.4,10455.0,3
Vampires vs. the Bronx,movie,5.7,10454.0,5
The Colony,movie,5.4,10453.0,2
Firebird,movie,7.1,10450.0,4
Bang Boom Bang - Ein todsicheres Ding,movie,7.5,10443.0,4
Tabutta Rövasata,movie,7.7,10443.0,4
Tai Chi Master,movie,7.2,10441.0,4
Triage,movie,6.5,10440.0,5
A Chinese Ghost Story,movie,7.4,10436.0,5
The Women on the 6th Floor,movie,7.1,10434.0,4
Mommy Dead and Dearest,movie,7.4,10432.0,3
Bully,movie,7.3,10432.0,3
Le daim,movie,6.6,10431.0,5
The Draughtsman's Contract,movie,7.2,10431.0,4
The Jazz Singer,movie,6.4,10430.0,0
Freelancers,movie,4.6,10430.0,4
The Powerpuff Girls Movie,movie,6.5,10426.0,2
Cargo 200,movie,7.1,10422.0,5
Picture This,movie,5.1,10421.0,4
Simon of the Desert,movie,7.9,10415.0,6
Waterloo Bridge,movie,7.7,10414.0,4
The Great White Hype,movie,5.5,10412.0,4
Naomi and Ely's No Kiss List,movie,5.5,10409.0,4
Poolhall Junkies,movie,6.8,10408.0,4
M. Butterfly,movie,6.7,10408.0,4
Drowning by Numbers,movie,7.2,10408.0,4
Always,movie,7.7,10407.0,4
The Last Five Years,movie,5.8,10403.0,0
2067,movie,4.9,10401.0,5
Free Willy 3: The Rescue,movie,4.7,10401.0,2
Wild Mountain Thyme,movie,5.7,10400.0,4
Indochine,movie,7.0,10399.0,4
Paradise Lost 3: Purgatory,movie,8.0,10399.0,3
The Age of Shadows,movie,7.1,10398.0,1
The Magician,movie,7.6,10398.0,4
Premature,movie,5.7,10396.0,4
The Machine Girl,movie,5.9,10395.0,5
Happy Birthday to Me,movie,6.0,10387.0,5
Blind Chance,movie,7.7,10386.0,4
Johnny Handsome,movie,6.1,10385.0,5
Asterix: The Secret of the Magic Potion,movie,6.7,10380.0,2
The Earrings of Madame De...,movie,7.9,10378.0,4
A Twelve-Year Night,movie,7.5,10374.0,2
"Ivan the Terrible, Part I",movie,7.7,10369.0,1
Nerkonda Paarvai,movie,7.7,10367.0,4
Marriage Italian Style,movie,7.4,10366.0,4
Altitude,movie,4.8,10365.0,5
Interreflections,movie,6.2,10359.0,5
Patti Cake$,movie,6.8,10354.0,4
Blood and Wine,movie,6.0,10353.0,5
The Silence of Swastika,movie,9.6,10353.0,1
Fire of Love,movie,7.6,10350.0,3
The Boys Are Back,movie,6.8,10350.0,4
The Fourth Protocol,movie,6.5,10348.0,5
Le Corbeau,movie,7.8,10347.0,5
Chisum,movie,6.8,10346.0,4
The Gilded Cage,movie,7.2,10346.0,4
Inconceivable,movie,5.2,10344.0,5
Behind the Curve,movie,6.5,10342.0,3
Banshee Chapter,movie,5.4,10342.0,5
Tim and Eric's Billion Dollar Movie,movie,5.3,10341.0,4
Weiner,movie,7.6,10337.0,3
Beatriz at Dinner,movie,6.0,10334.0,4
Rogue Trader,movie,6.4,10332.0,1
We Are Legion: The Story of the Hacktivists,movie,7.2,10332.0,3
It Boy,movie,6.3,10330.0,4
The Odd Couple II,movie,6.4,10330.0,2
The Navigator,movie,7.6,10329.0,4
"My Son, My Son, What Have Ye Done",movie,6.2,10327.0,5
Exodus,movie,6.7,10325.0,4
War and Peace,movie,6.7,10324.0,4
Chi-Raq,movie,5.9,10324.0,4
Hacker,movie,6.1,10322.0,5
Go for It,movie,7.1,10321.0,2
Borderland,movie,5.6,10320.0,5
The Strange Love of Martha Ivers,movie,7.4,10317.0,4
Easter Parade,movie,7.3,10317.0,0
Sarkaru Vaari Paata,movie,5.6,10317.0,4
Murmur of the Heart,movie,7.6,10316.0,4
Let Us Prey,movie,5.8,10315.0,5
Shanghai,movie,7.3,10311.0,5
Breakthrough,movie,6.2,10309.0,4
The Blue Elephant 2,movie,8.0,10308.0,5
Death Defying Acts,movie,5.8,10307.0,1
Armageddon Time,movie,6.5,10306.0,4
Sergio,movie,6.2,10305.0,1
House of 9,movie,5.3,10305.0,5
Dear Wendy,movie,6.5,10302.0,4
The Desperate Hours,movie,7.5,10301.0,4
